Sample,Taxon,Population,Country,Specific.Locality,Sample.Number,Latitude,Longitude,Genbank,Citation,loc_3_1,loc_3_2,loc_12_1,loc_12_2,loc_26_1,loc_26_2,loc_27_1,loc_27_2,loc_34_1,loc_34_2,loc_43_1,loc_43_2,loc_55_1,loc_55_2,loc_56_1,loc_56_2,loc_66_1,loc_66_2,loc_78_1,loc_78_2,loc_c139_1,loc_c139_2,loc_c162_1,loc_c162_2,loc_c233_1,loc_c233_2,loc_c142_1,loc_c142_2
Ccaffra4p4B,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Chitipa, Zovo Chipolo Swamp, Nyika National Park",FMNH_440619,-10.5667,33.7,,This study,304,304,358,358,329,337,348,352,115,131,283,291,331,331,206,266,312,312,-9,-9,325,325,252,252,90,94,174,198
Ccaffra4p7G,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468094,-10.7167,33.6667,,This study,316,316,358,358,329,345,352,352,119,119,279,283,319,319,254,262,307,312,218,218,325,325,252,252,-9,-9,174,186
Ccaffra4p7H,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468096,-10.7167,33.6667,,This study,320,320,358,386,337,337,336,356,107,115,283,295,343,375,266,266,307,322,218,218,321,321,248,252,-9,-9,174,186
Ccaffra4p8A,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_469093,-10.7167,33.6667,,This study,316,316,358,386,329,349,336,348,115,139,279,291,311,311,206,266,307,317,181,118,325,325,248,252,-9,-9,174,198
Ccaffra4p8B,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468092,-10.7167,33.6667,,This study,280,288,386,386,317,349,336,344,115,123,279,287,319,375,206,250,307,312,118,118,329,329,252,252,-9,-9,186,198
Ccaffra4p8C,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468095,-10.7167,33.6667,,This study,316,316,358,386,345,349,336,344,115,131,279,287,307,315,198,230,-9,-9,118,118,325,325,248,252,94,94,186,190
Ccaffra4p8D,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468088,-10.7167,33.6667,,This study,288,292,358,358,329,341,340,352,107,115,287,291,319,319,250,254,307,307,-9,-9,325,333,252,252,90,94,174,198
Ccaffra4p8E,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468087,-10.7167,33.6667,,This study,316,316,358,390,349,353,344,424,119,135,283,287,311,343,246,266,312,312,-9,-9,325,325,252,252,90,90,198,198
Ccaffra4p8G,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468085,-10.7167,33.6667,,This study,320,324,358,358,317,345,348,352,107,119,279,287,319,331,250,262,307,312,-9,-9,325,325,248,252,-9,-9,174,174
Ccaffra4p8H,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468086,-10.7167,33.6667,,This study,312,312,382,382,329,349,336,336,115,127,287,287,311,343,230,262,302,307,-9,-9,325,325,252,252,-9,-9,186,190
Ccaffra4p9A,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468091,-10.7167,33.6667,,This study,308,308,358,358,337,349,348,356,107,115,283,283,367,403,226,254,302,317,-9,-9,325,325,252,252,90,90,186,198
Ccaffra4p9B,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Rumphi, Nyika Plateau ",FMNH_468090,-10.7167,33.6667,,This study,308,308,382,382,321,329,344,352,119,119,283,291,307,331,250,254,302,317,-9,-9,325,325,252,252,114,114,198,198
Ccaffra4p9D,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Chitipa, Nyika Plateau",FMNH_452719,-10.5667,33.7,,This study,324,324,358,358,321,329,336,352,107,111,283,291,319,319,190,266,312,312,-9,-9,325,325,252,252,-9,-9,186,198
Ccaffra4p9E,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Chitipa, Nyika Plateau",FMNH_452718,-10.5667,33.7,,This study,316,324,386,386,337,345,336,340,115,119,279,283,311,311,202,226,307,317,-9,-9,321,325,244,252,94,94,174,198
Ccaffra4p9F,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Chitipa, Nyika Plateau",FMNH_452721,-10.5667,33.7,,This study,312,324,386,386,333,345,336,344,119,119,283,283,363,371,250,250,307,312,-9,-9,333,333,252,252,-9,-9,186,186
Ccaffra4p9G,Cossypha caffra iolaema,Malawi_Nyika,Malawi,"Chitipa, Nyika Plateau",FMNH_452720,-10.5667,33.7,,This study,284,288,386,386,345,349,360,420,119,123,283,287,311,359,198,198,317,322,-9,-9,325,329,252,252,-9,-9,186,194
Ccaffra4p7C,Cossypha caffra kivuensis,DRC_Kivu,Democratic Republic Congo,"South Kivu, ca 12 km NW Lemera, near Kigarama",FMNH_481183,-2.9667,28.8833,,This study,316,316,366,406,349,361,344,348,103,115,291,295,371,391,230,258,297,307,-9,-9,329,329,248,248,90,98,178,186
Ccaffra4p7E,Cossypha caffra kivuensis,DRC_Kivu,Democratic Republic Congo,"South Kivu, ca 12 km NW Lemera, near Kigarama",FMNH_481182,-2.9667,28.8833,,This study,288,292,398,410,337,345,344,344,99,111,287,291,375,383,254,258,307,312,-9,-9,317,321,252,252,90,90,174,186
Ccaffra4p7F,Cossypha caffra kivuensis,DRC_Kivu,Democratic Republic Congo,"South Kivu, ca 12 km NW Lemera, near Kigarama",FMNH_481181,-2.9667,28.8833,,This study,312,312,398,402,345,361,336,348,99,115,279,295,371,375,230,262,297,317,-9,-9,321,321,-9,-9,90,94,174,178
Ccaffra3p8H,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B28954,-28.8625,18.55222222,,This study,312,312,374,378,349,353,348,352,127,127,283,311,311,311,202,206,302,312,-9,-9,321,325,-9,-9,-9,-9,174,178
Ccaffra3p8D,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B28970,-28.8625,18.55222222,,This study,312,312,378,378,349,353,340,340,131,139,271,331,303,311,206,210,312,312,-9,-9,321,321,-9,-9,-9,-9,174,178
Ccaffra3p8E,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B28955,-28.8625,18.55222222,,This study,312,316,390,390,325,325,340,340,115,127,287,319,311,311,206,210,287,332,-9,-9,321,325,-9,-9,-9,-9,178,178
Ccaffra3p8F,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B28933,-28.8625,18.55222222,,This study,312,316,386,386,317,325,340,348,-9,-9,319,331,311,311,210,246,312,317,-9,-9,321,321,-9,-9,-9,-9,178,178
Ccaffra3p8G,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B28932,-28.8625,18.55222222,,This study,312,320,382,382,321,353,340,340,115,115,287,311,311,311,198,198,312,317,-9,-9,325,329,-9,-9,-9,-9,174,178
Ccaffra3p9A,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B29129,-28.8625,18.55222222,,This study,312,312,374,378,349,353,348,352,127,127,283,311,311,311,202,206,302,312,-9,-9,321,325,-9,-9,-9,-9,174,178
Ccaffra3p9B,Cossypha caffra namaquensis,Namibia_namaq,Namibia,"Karas, Sandfontein near Orange River",B28971,-28.8625,18.55222222,,This study,316,320,378,378,325,357,340,340,123,123,295,311,303,307,206,210,312,317,-9,-9,325,325,-9,-9,-9,-9,174,178
Ccaffra4p4D,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Gilead Farm, 11.2 km NNE Lindley",FMNH_453177,-27.7839,27.9453,,This study,320,320,390,390,287,287,344,344,91,91,291,303,315,315,202,242,312,332,-9,-9,317,317,264,276,90,90,186,190
Ccaffra4p6A,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Gilead Farm, 11.2 km NNE Lindley",FMNH_453176,-27.7839,27.9453,,This study,344,344,378,390,325,325,340,440,91,91,291,295,311,311,234,262,307,327,138,156,321,325,252,252,94,94,174,174
Ccaffra4p6B,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Gilead Farm, 11.2 km NNE Lindley",FMNH_453175,-27.7839,27.9453,,This study,320,336,394,394,329,377,400,412,123,123,283,287,286,323,218,242,312,312,156,168,325,325,276,276,94,98,186,190
Ccaffra4p6C,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Grootkraal Farm, 9.1 km NNW Lindley",FMNH_453181,-27.8081,27.895,,This study,316,316,374,374,345,361,340,344,123,123,283,287,286,303,242,254,292,302,-9,-9,325,325,240,272,94,94,178,198
Ccaffra4p6G,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Grootkraal Farm, 9.1 km NNW Lindley",FMNH_453182,-27.8081,27.895,,This study,312,324,394,394,337,361,340,396,127,127,283,291,286,359,226,258,-9,-9,160,160,329,329,-9,-9,-9,-9,174,178
Ccaffra4p6H,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Gilead Farm, 11.2 km NNE Lindley",FMNH_453178,-27.7839,27.9453,,This study,312,312,370,398,329,349,312,340,91,91,283,291,315,371,210,230,312,317,-9,-9,325,325,224,224,90,98,170,178
Ccaffra4p7B,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Northern Cape, Lilydale Lodge, 12.8 km due W confluence Reit and Madder Rivers",FMNH_453183,-29.0381,24.5033,,This study,312,336,386,386,349,353,340,352,-9,-9,283,287,315,319,202,290,307,312,-9,-9,321,325,-9,-9,-9,-9,178,178
Ccaffra4p9H,Cossypha caffra namaquensis,SouthAfrica_namaq,South Africa,"Free State, Susalou Farm, 15.1 km SW Ladybrand",FMNH_453179,-29.2875,27.3619,,This study,312,320,386,386,357,365,344,348,91,91,287,287,311,315,190,262,307,317,-9,-9,325,325,-9,268,98,98,170,174
