Sample,Taxon,Population,Country,Specific.Locality,Sample.Number,Latitude,Longitude,Genbank,Citation,loc_3_1,loc_3_2,loc_12_1,loc_12_2,loc_26_1,loc_26_2,loc_27_1,loc_27_2,loc_34_1,loc_34_2,loc_43_1,loc_43_2,loc_55_1,loc_55_2,loc_56_1,loc_56_2,loc_66_1,loc_66_2,loc_78_1,loc_78_2,loc_c139_1,loc_c139_2,loc_c162_1,loc_c162_2,loc_c233_1,loc_c233_2,loc_c142_1,loc_c142_2
Ccaffra1p1A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, 10 kms Port St Johns",JF-892,-31.6056,29.55,MT003346,Wogan et al. 2020,320,324,374,374,317,329,348,348,119,123,287,291,319,315,222,230,292,312,222,230,317,317,252,280,102,102,174,174
Ccaffra3p1G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, 12 Levy Street, Aliwal North",BH-72833,-30.68333333,26.7,MT003468,Wogan et al. 2020,304,320,382,382,333,349,340,344,99,115,287,319,307,311,202,266,312,317,202,266,329,329,224,256,94,102,174,186
Ccaffra3p1H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, 12 Levy Street, Aliwal North",BH-72838,-30.68333333,26.7,MT003467,Wogan et al. 2020,316,316,398,398,341,349,340,340,115,135,295,295,286,303,206,262,317,317,206,262,321,325,240,280,94,102,174,190
Ccaffra1p1B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1182,-28.8336,26.1881,na,Wogan et al. 2020,316,320,390,390,329,357,340,352,115,135,287,299,315,319,202,266,312,312,202,266,325,329,252,276,-9,-9,174,174
Ccaffra1p1C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1192,-28.8336,26.1881,MT003324,Wogan et al. 2020,316,320,382,382,341,361,340,344,99,119,295,328,303,363,202,258,312,317,202,258,325,329,256,256,94,102,174,190
Ccaffra2p12C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Ackermanskraal, Aliwal North",BH-72830,-30.66666667,26.61666667,MT003505,Wogan et al. 2020,304,320,370,386,317,353,340,352,115,127,283,295,286,315,238,270,312,337,238,270,333,333,252,252,106,106,178,178
Ccaffra2p12E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Ackermanskraal, Aliwal North",BH-72836,-30.7,26.7,MT003530,Wogan et al. 2020,320,320,362,362,321,373,340,348,91,119,271,299,295,307,210,210,317,317,210,210,317,321,252,252,98,98,174,174
Ccaffra3p1C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Ackermanskraal, Aliwal North",BH-72832,-30.65,26.53333333,MT003335,Wogan et al. 2020,316,336,386,390,341,341,340,344,123,127,287,327,311,311,250,266,292,322,250,266,325,329,280,280,-9,-9,178,178
Ccaffra3p1D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Ackermanskraal, Aliwal North",BH-72829,-30.66666667,26.61666667,MT003412,Wogan et al. 2020,320,324,390,390,345,349,320,340,91,135,287,315,303,323,186,230,302,312,186,230,321,321,268,268,98,98,170,174
Ccaffra3p4B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Ackermanskraal, Aliwal North",BE-55713,-30.67019,26.631,MT003512,Wogan et al. 2020,316,316,386,390,305,353,320,340,123,127,287,295,307,315,246,262,312,327,246,262,321,325,260,268,98,98,170,170
Ccaffra1p1D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Akermanskraal, Aliwal North",G0-141,-30.6667,26.6167,MT003331,Wogan et al. 2020,312,324,382,382,353,377,344,348,119,127,291,315,311,315,206,230,302,317,206,258,321,321,224,224,94,94,178,186
Ccaffra1p1E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Akermanskraal, Aliwal North",GO144,-30.6667,26.6167,MT003526,Wogan et al. 2020,316,320,378,378,317,361,344,436,127,143,291,332,315,315,210,222,312,352,210,222,325,325,252,252,94,94,174,194
Ccaffra1p1F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Akermanskraal, Aliwal North",GO-145,-30.6667,26.6167,MT003557,Wogan et al. 2020,316,316,390,394,349,361,340,340,115,127,283,295,295,315,210,254,302,312,210,254,317,321,272,272,94,94,186,202
Ccaffra1p1G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Aliwal North",JF1105,-30.6981,26.6842,MT003414,Wogan et al. 2020,304,316,362,362,305,361,344,348,127,127,295,303,315,315,210,234,307,317,210,234,325,325,276,276,-9,-9,174,174
Ccaffra1p1H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Aliwal North",JF-1110,-30.6981,26.6842,MT003402,Wogan et al. 2020,320,336,362,362,349,353,340,436,131,139,295,315,307,315,230,234,292,307,230,234,329,329,256,250,94,106,174,178
Ccaffra1p2A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Aliwal North",JF1079,-30.6981,26.6842,MT003343,Wogan et al. 2020,320,320,362,386,345,349,340,344,91,99,287,315,311,315,206,242,307,322,206,242,321,321,236,260,94,94,174,174
Ccaffra1p2B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Aliwal North",JF-1100,-30.6981,26.6842,MT003440,Wogan et al. 2020,308,308,394,402,341,353,340,344,131,131,283,291,311,323,194,250,292,302,194,250,317,321,260,260,94,94,174,186
Ccaffra1p2C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Badfontein Farm, Aliwal North",GO-127,-30.6567,26.5469,MT003423,Wogan et al. 2020,316,316,386,398,349,353,336,340,123,127,311,319,286,311,186,190,327,332,186,190,325,325,252,288,94,102,174,174
Ccaffra1p2D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Badfontein Farm, Aliwal North",GO-128,-30.6567,26.5469,MT003441,Wogan et al. 2020,316,324,390,390,349,361,344,356,119,123,295,315,286,311,210,246,312,342,210,246,325,325,280,280,94,94,174,178
Ccaffra1p2E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Cape St Francis",JF-493,-34.0089,25.3556,na,Wogan et al. 2020,308,312,394,394,353,357,340,344,99,99,283,307,307,307,190,234,312,322,190,234,329,329,272,272,98,114,174,190
Ccaffra1p2F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Cape St Francis",JF-495,-34.0089,25.3556,MT003550,Wogan et al. 2020,324,324,378,390,361,373,344,344,115,123,283,287,303,303,186,234,307,312,186,234,317,329,252,268,94,98,174,174
Ccaffra1p2G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Cape St Francis",JF-499,-34.0089,25.3556,MT003522,Wogan et al. 2020,320,320,382,382,321,341,340,340,123,135,291,291,315,315,254,254,312,317,254,254,317,325,272,276,94,110,170,174
Ccaffra1p2H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Cape St Francis",JF-505,-34.0089,25.3556,MT003513,Wogan et al. 2020,304,304,378,386,317,341,340,348,127,131,287,291,307,323,190,190,312,322,190,190,321,321,248,280,94,98,174,186
Ccaffra1p3A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-571,-33.6483,26.7711,MT003458,Wogan et al. 2020,316,320,362,382,317,325,344,428,123,135,291,291,315,315,222,258,302,302,222,258,321,337,244,276,94,102,170,178
Ccaffra1p3B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-579,-33.6483,26.7711,MT003483,Wogan et al. 2020,316,316,390,390,353,353,344,452,99,127,279,279,286,311,186,250,312,312,186,250,329,329,252,268,98,98,170,178
Ccaffra1p3C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-593,-33.6483,26.7711,MT003553,Wogan et al. 2020,316,320,362,362,337,349,336,344,91,119,287,315,311,311,186,262,292,302,186,262,321,329,248,268,94,94,174,194
Ccaffra1p3D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-602,-33.6483,26.7711,MT003560,Wogan et al. 2020,320,320,362,390,349,353,336,344,95,119,287,287,311,311,202,210,292,292,202,210,321,329,248,248,94,94,170,174
Ccaffra1p3E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-604,-33.6483,26.7711,MT003389,Wogan et al. 2020,316,316,398,398,317,317,344,354,91,103,283,299,286,311,226,246,312,312,226,246,321,321,280,280,90,98,174,190
Ccaffra1p3F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-612,-33.6483,26.7711,na,Wogan et al. 2020,304,336,386,386,345,349,340,416,91,131,279,291,307,323,206,250,312,322,206,250,325,325,272,272,90,106,186,198
Ccaffra1p3G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-627,-33.6483,26.7711,MT003547,Wogan et al. 2020,304,316,362,362,329,349,336,376,95,99,287,307,286,286,226,262,317,317,226,262,325,325,248,248,94,94,170,178
Ccaffra1p3H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-629,-33.6483,26.7711,MT003465,Wogan et al. 2020,316,320,378,394,313,337,344,348,91,99,287,315,311,311,230,262,302,312,230,262,321,321,268,268,94,98,174,194
Ccaffra1p4A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-634,-33.6483,26.7711,MT003301,Wogan et al. 2020,316,316,390,390,349,357,340,448,91,99,287,291,311,315,222,262,317,352,222,262,325,329,248,248,98,102,178,186
Ccaffra1p4B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-635,-33.6483,26.7711,MT003302,Wogan et al. 2020,304,320,362,394,349,353,344,344,91,95,283,299,311,315,202,262,312,352,202,262,321,325,248,248,110,110,186,186
Ccaffra1p4C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-660,-33.6483,26.7711,MT003391,Wogan et al. 2020,312,332,394,394,345,349,348,416,91,123,283,328,311,311,226,250,312,327,226,250,317,325,248,248,110,110,190,190
Ccaffra1p4D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-667,-33.6483,26.7711,MT003549,Wogan et al. 2020,316,320,386,386,341,365,340,344,91,127,295,319,303,307,234,234,302,312,234,234,321,321,268,280,94,94,190,194
Ccaffra1p4E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-630,-33.6483,26.7711,MT003548,Wogan et al. 2020,312,324,390,390,333,361,340,348,99,99,279,295,311,311,218,222,312,322,218,222,321,321,260,260,94,98,178,186
Ccaffra1p4F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kasouga",JF-632,-33.6483,26.7711,MT003462,Wogan et al. 2020,304,304,390,394,333,349,344,344,95,119,287,299,311,315,202,210,292,317,202,210,321,325,248,252,94,94,170,186
Ccaffra1p4G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Kleine Monde, close to Kasouga",JF-1291 / FA-90304,-33.648,26.7711,MT003527,Wogan et al. 2020,312,316,378,390,333,337,340,428,91,99,279,283,311,323,238,250,302,307,238,250,309,309,248,272,98,102,178,186
Ccaffra1p4H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Morgans Bay",JF-680,-32.6881,28.4308,MT003534,Wogan et al. 2020,316,316,382,386,329,353,344,344,99,127,287,295,311,319,222,234,312,317,222,234,321,321,244,244,94,102,170,186
Ccaffra1p5A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Morgans Bay",JF-751,-32.6881,28.4308,MT003350,Wogan et al. 2020,320,324,390,390,345,353,340,440,91,99,279,283,311,315,230,274,317,337,230,274,321,321,272,272,98,98,174,182
Ccaffra1p5B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Morgans Bay",JF-1281 / FA-90309,-32.6881,28.4308,na,Wogan et al. 2020,348,348,382,382,329,329,364,364,119,127,286,367,315,315,206,210,272,272,206,210,329,333,240,256,110,118,202,206
Ccaffra1p5C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-823,-32.0394,26.2933,MT003305,Wogan et al. 2020,324,324,406,406,337,353,340,340,131,131,283,295,303,311,254,262,312,317,254,262,301,325,272,272,94,98,186,186
Ccaffra1p5D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-836,-32.0394,26.2933,MT003504,Wogan et al. 2020,304,320,386,386,325,345,340,348,91,91,283,287,299,315,214,238,307,317,214,238,325,325,252,260,-9,-9,178,182
Ccaffra1p5E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-840,-32.0394,26.2933,MT003502,Wogan et al. 2020,316,320,386,390,353,361,344,348,99,135,260,291,295,315,250,254,312,312,250,254,321,325,260,260,102,102,170,186
Ccaffra1p5F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-852,-32.0394,26.2933,MT003492,Wogan et al. 2020,324,324,398,398,349,353,336,340,99,131,279,287,286,311,198,274,302,347,198,274,325,325,220,220,90,110,174,186
Ccaffra1p5G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-854,-32.0394,26.2933,MT003313,Wogan et al. 2020,304,304,362,398,329,341,336,348,91,127,287,287,319,319,226,278,312,312,226,278,321,325,256,256,90,98,174,178
Ccaffra1p5H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-857,-32.0394,26.2933,MT003542,Wogan et al. 2020,316,336,378,386,333,353,348,412,91,131,283,291,315,315,250,266,312,327,250,266,321,321,272,272,94,98,178,190
Ccaffra1p6A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-862,-32.0394,26.2933,MT003312,Wogan et al. 2020,316,324,386,386,333,337,344,344,111,131,287,287,307,307,210,226,312,317,210,226,321,329,248,248,94,98,170,178
Ccaffra1p6B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-865,-32.0394,26.2933,MT003388,Wogan et al. 2020,320,320,378,378,349,361,344,344,91,99,287,295,303,303,206,246,317,317,206,246,321,329,252,264,94,102,170,182
Ccaffra1p6C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-877,-32.0394,26.2933,MT003477,Wogan et al. 2020,304,304,378,390,345,349,336,348,123,135,283,287,303,311,222,256,317,317,222,258,325,341,272,280,94,94,174,178
Ccaffra1p6D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-880,-32.0394,26.2933,MT003397,Wogan et al. 2020,316,316,382,398,333,341,344,344,123,135,287,299,315,319,210,234,312,312,210,234,325,325,252,252,94,94,174,178
Ccaffra1p6E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-883,-32.0394,26.2933,MT003469,Wogan et al. 2020,312,316,386,394,341,341,344,348,91,99,279,287,323,323,222,250,312,312,222,250,317,325,276,280,110,110,170,178
Ccaffra1p6F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-1275 / FA-90321,-32.0394,26.2933,MT003463,Wogan et al. 2020,328,328,386,386,353,353,340,420,91,139,287,299,307,323,246,266,312,327,246,266,321,329,236,236,94,98,178,194
Ccaffra1p6G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-858,-32.0394,26.2933,MT003298,Wogan et al. 2020,320,324,386,386,345,349,332,356,99,123,283,315,286,311,206,246,307,347,206,246,317,321,272,272,94,94,174,190
Ccaffra1p6H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-860,-32.0394,26.2933,MT003555,Wogan et al. 2020,320,324,362,378,349,349,336,340,91,131,307,307,299,315,186,222,312,312,186,222,321,321,220,220,106,106,170,186
Ccaffra1p7A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Stead Farm, 20 kms off Tarkastdt",JF-886,-32.0394,26.2933,MT003431,Wogan et al. 2020,316,324,398,398,345,349,340,344,91,123,279,295,295,335,230,258,317,322,230,258,325,325,272,276,90,94,174,186
Ccaffra1p7B,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-525,-33.2983,26.5361,MT003444,Wogan et al. 2020,336,336,386,394,317,345,344,344,123,135,287,295,303,315,206,266,317,322,206,266,321,321,264,264,94,98,182,186
Ccaffra1p7C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-532,-33.2983,26.5361,MT003428,Wogan et al. 2020,316,320,390,390,317,325,340,344,99,127,287,291,303,311,186,230,312,347,186,230,321,321,272,280,98,102,182,186
Ccaffra1p7D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-549,-33.2983,26.5361,MT003407,Wogan et al. 2020,304,320,390,394,349,361,344,344,91,99,287,287,286,311,206,246,312,312,206,246,321,321,252,252,94,98,170,170
Ccaffra1p7E,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-553,-33.2983,26.5361,MT003396,Wogan et al. 2020,324,324,382,390,349,349,354,380,91,127,287,315,286,303,202,238,312,317,202,238,309,325,268,268,94,94,178,190
Ccaffra1p7F,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-556,-33.2983,26.5361,MT003366,Wogan et al. 2020,312,320,398,398,325,329,348,352,91,127,279,295,315,319,230,254,292,327,230,254,325,325,276,276,98,98,174,186
Ccaffra1p7G,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-559,-33.2983,26.5361,MT003387,Wogan et al. 2020,316,320,362,362,349,353,344,344,91,91,287,295,290,311,238,254,312,322,238,254,325,325,268,272,98,98,174,178
Ccaffra1p7H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-534,-33.2983,26.5361,MT003443,Wogan et al. 2020,312,316,370,370,345,353,320,320,119,131,287,291,286,286,202,242,317,317,202,202,321,325,256,260,94,102,174,174
Ccaffra1p8A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Table Farm, 15 kms out of Grahamstown",JF-536,-33.2983,26.5361,MT003325,Wogan et al. 2020,316,316,398,398,349,349,344,344,115,131,271,283,286,315,186,250,312,312,186,250,321,321,280,280,98,98,170,190
Ccaffra3p3A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Tasmania, Jamestown",BH-72823,-31.02667,26.96884,MT003382,Wogan et al. 2020,304,316,394,394,341,349,348,348,91,115,267,303,307,311,186,230,277,312,186,230,321,325,224,224,98,98,174,178
Ccaffra3p3C,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Tasmania, Jamestown",BH-72824,-31.02667,26.96884,MT003360,Wogan et al. 2020,316,316,378,378,349,361,340,348,91,91,279,307,311,327,186,222,317,317,186,222,321,321,224,276,90,94,190,190
Ccaffra3p3H,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Tasmania, Jamestown",BH-72804,-31.02667,26.96884,MT003311,Wogan et al. 2020,320,320,390,390,325,345,344,432,91,115,279,319,307,307,202,226,317,317,202,226,317,317,272,252,94,94,182,186
Ccaffra3p4A,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Tasmania, Jamestown",BH-72807,-31.02667,26.96884,MT003499,Wogan et al. 2020,320,324,386,386,341,349,340,348,91,127,287,303,319,319,190,242,317,317,190,242,321,329,232,232,102,102,174,182
Ccaffra3p4D,Cossypha caffra caffra,SouthAfrica_EasternCape,South Africa,"Eastern Cape, Tasmania, Jamestown",BH-72821,-31.02667,26.96884,MT003558,Wogan et al. 2020,320,320,386,386,357,377,340,340,91,135,287,287,286,315,250,258,312,317,250,258,313,313,284,284,90,102,174,190
Ccaffra1p8B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1116,-28.8336,26.1881,MT003455,Wogan et al. 2020,316,320,370,370,349,349,336,348,91,99,287,315,303,315,206,206,337,337,206,206,321,321,232,252,-9,-9,174,178
Ccaffra1p8C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1119,-28.8336,26.1881,MT003445,Wogan et al. 2020,316,316,374,374,337,353,340,340,127,127,291,319,307,315,186,206,302,322,186,206,325,325,276,276,-9,-9,174,174
Ccaffra1p8D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1135,-28.8336,26.1881,na,Wogan et al. 2020,304,320,382,382,329,345,344,344,123,123,287,319,311,311,258,258,287,317,258,258,321,321,276,288,-9,-9,170,178
Ccaffra1p8E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1138,-28.8336,26.1881,MT003317,Wogan et al. 2020,320,344,362,370,325,341,344,344,99,127,287,287,286,319,222,262,317,332,222,262,325,325,276,276,94,106,178,194
Ccaffra1p8F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1142,-28.8336,26.1881,MT003453,Wogan et al. 2020,316,336,382,382,317,365,340,344,119,143,283,291,307,311,230,262,292,337,230,262,325,325,276,276,98,98,174,186
Ccaffra1p8G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1151,-28.8336,26.1881,MT003315,Wogan et al. 2020,304,316,362,386,357,357,312,336,127,127,315,315,311,359,206,250,327,342,206,250,325,325,252,252,94,94,170,186
Ccaffra1p8H,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1207,-28.8336,26.1881,MT003408,Wogan et al. 2020,304,312,390,390,325,333,344,348,119,127,319,319,295,303,210,210,332,332,210,210,317,325,248,252,98,98,178,178
Ccaffra1p9A,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1212,-28.8336,26.1881,MT003351,Wogan et al. 2020,316,320,382,386,349,361,340,344,119,131,295,307,315,363,202,206,312,317,202,206,325,325,256,256,102,102,194,194
Ccaffra1p9B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1214,-28.8336,26.1881,MT003410,Wogan et al. 2020,316,320,370,390,317,349,340,344,123,139,279,291,315,315,242,250,292,332,242,250,317,329,244,260,-9,90,178,178
Ccaffra1p9C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, 50 kms North of Bloemfontein, Kalkwal Farm",JF-1216,-28.8336,26.1881,MT003486,Wogan et al. 2020,320,320,370,390,317,341,340,344,135,139,279,291,303,303,198,250,302,332,198,250,329,329,256,256,-9,-9,178,178
Ccaffra3p3F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Badfontein, Rouxville",BE-55720,-30.65725,26.54752,MT003535,Wogan et al. 2020,316,320,382,382,329,365,344,420,131,135,287,319,311,315,230,254,312,317,230,254,321,325,256,260,94,94,174,174
Ccaffra3p3G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Badfontein, Rouxville",BE-55721,-30.65725,26.54752,MT003521,Wogan et al. 2020,324,324,366,366,313,341,340,340,119,123,291,307,303,307,198,254,312,317,198,254,321,321,252,252,94,94,174,178
Ccaffra3p4C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Badfontein, Rouxville",BE-55719,-30.65725,26.54752,MT003353,Wogan et al. 2020,316,324,390,390,349,353,344,356,119,123,295,315,286,311,210,246,312,342,210,246,325,325,280,280,94,94,174,178
Ccaffra2p12B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Bramleyshoek, Clarens",BE-21925,-28.43333333,28.51666667,MT003334,Wogan et al. 2020,316,320,398,398,329,349,340,348,119,131,291,291,311,311,190,214,302,317,190,214,325,325,268,268,98,98,174,178
Ccaffra3p4E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Bramleyshoek, Clarens",BE-21926,-28.43333333,28.51666667,na,Wogan et al. 2020,320,320,398,410,317,325,344,348,95,131,287,311,286,323,186,256,312,312,186,258,321,329,276,276,98,98,174,178
Ccaffra1p9E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",BD-81371,-30.5667,26.7833,MT003383,Wogan et al. 2020,316,320,386,390,329,345,344,344,123,123,295,303,315,315,218,254,322,322,218,254,325,325,264,264,90,90,174,194
Ccaffra1p9F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",BD-81367,-30.5667,26.7833,MT003432,Wogan et al. 2020,320,320,382,386,349,349,348,348,91,135,283,299,311,319,234,250,302,317,234,250,329,329,260,260,-9,-9,170,178
Ccaffra1p9G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",BD-81370,-30.5667,26.7833,MT003471,Wogan et al. 2020,304,312,378,382,337,349,344,416,127,131,279,287,307,315,238,250,302,317,238,250,321,325,260,288,106,106,170,174
Ccaffra3p4F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",FA-76213,-30.5667,26.7833,na,Wogan et al. 2020,312,320,386,386,345,353,340,340,131,135,287,303,307,315,234,238,312,317,234,238,321,329,268,268,-9,-9,174,174
Ccaffra1p10F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, General Cronje Str, Oliewenhuis, Franklin G.R., Bloemfontein",BH-72834,-29.1,26.21666667,MT003427,Wogan et al. 2020,320,320,378,386,345,345,312,340,131,131,283,295,307,315,198,210,312,317,198,210,325,325,248,248,98,98,178,186
